,time,Global_Temp
657,1934-10-15,0.1576272
658,1934-11-15,0.28621554
659,1934-12-15,0.18166468
660,1935-01-15,-0.30181533
661,1935-02-15,0.36270493
662,1935-03-15,0.021097977
663,1935-04-15,-0.24167195
664,1935-05-15,-0.14613175
665,1935-06-15,-0.0885672
666,1935-07-15,-0.08563421
667,1935-08-15,-0.09006233
668,1935-09-15,-0.089291304
669,1935-10-15,0.08786894
670,1935-11-15,-0.104369566
671,1935-12-15,0.031744223
672,1936-01-15,-0.19972657
673,1936-02-15,-0.290976
674,1936-03-15,-0.12145758
675,1936-04-15,0.014970861
676,1936-05-15,-0.08108558
677,1936-06-15,-0.037540246
678,1936-07-15,0.020344004
679,1936-08-15,-0.050772533
680,1936-09-15,0.16180263
681,1936-10-15,0.20762378
682,1936-11-15,0.3838262
683,1936-12-15,0.27675268
684,1937-01-15,0.7347503
685,1937-02-15,0.14008139
686,1937-03-15,-0.17029205
687,1937-04-15,0.059101477
688,1937-05-15,0.17793211
689,1937-06-15,0.09070295
690,1937-07-15,0.041054435
691,1937-08-15,0.015673207
692,1937-09-15,0.09032977
693,1937-10-15,0.21953352
694,1937-11-15,0.26570585
695,1937-12-15,0.1743728
696,1938-01-15,0.5780069
697,1938-02-15,0.5898036
698,1938-03-15,0.5272043
699,1938-04-15,0.27870333
700,1938-05-15,0.010818452
701,1938-06-15,-0.010684442
702,1938-07-15,-0.027201127
703,1938-08-15,0.02937645
704,1938-09-15,0.17453244
705,1938-10-15,0.55242705
706,1938-11-15,0.47952196
707,1938-12-15,0.33510524
708,1939-01-15,-0.011987708
709,1939-02-15,0.11690043
710,1939-03-15,-0.13359709
711,1939-04-15,-0.03598542
712,1939-05-15,0.011602803
713,1939-06-15,-0.003707912
714,1939-07-15,0.03363457
715,1939-08-15,-0.035501935
716,1939-09-15,-0.022861384
717,1939-10-15,0.06660369
718,1939-11-15,0.27105492
719,1939-12-15,0.5040475
720,1940-01-15,0.3728293
721,1940-02-15,0.07562963
722,1940-03-15,-0.087879896
723,1940-04-15,0.16621126
724,1940-05-15,0.18050537
725,1940-06-15,0.23172958
726,1940-07-15,0.12935793
727,1940-08-15,0.11817002
728,1940-09-15,0.37835753
729,1940-10-15,0.27152747
730,1940-11-15,0.23431614
731,1940-12-15,0.44094983
732,1941-01-15,-0.11277714
733,1941-02-15,0.35442162
